query_id,query_type,primary_cat,region,query_privilege,lambda,n_candidates,precision_at_10,ndcg_at_10,mrr,srr,spd,privileged_count,privileged_pct,corpus_baseline
cs_neutral_067,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.4,0.961999,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_067,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.3,0.851959,1.0,0.428571,-0.28,3,30.0,0.58
cs_neutral_068,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.2,0.468451,0.25,1.5,0.02,6,60.0,0.58
cs_neutral_068,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.2,0.501266,0.25,1.0,-0.08,5,50.0,0.58
cs_neutral_068,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.4,0.570243,0.333333,2.333333,0.12,7,70.0,0.58
cs_neutral_068,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.3,0.603907,0.333333,2.333333,0.12,7,70.0,0.58
cs_neutral_069,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.1,1.0,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_069,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.1,1.0,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_069,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.2,0.790386,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_069,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.3,0.78448,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_070,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.5,0.696292,0.5,4.0,0.22,8,80.0,0.58
cs_neutral_070,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.4,0.678295,0.5,0.666667,-0.18,4,40.0,0.58
cs_neutral_070,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.6,0.729443,0.5,0.666667,-0.18,4,40.0,0.58
cs_neutral_070,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.7,0.776078,0.5,0.666667,-0.18,4,40.0,0.58
cs_neutral_071,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.3,0.752972,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_071,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.2,0.790386,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_071,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.2,0.806574,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_071,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.1,1.0,1.0,0.428571,-0.28,3,30.0,0.58
cs_neutral_072,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.2,0.81753,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_072,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.5,0.904398,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_072,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.5,0.884488,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_072,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.5,0.903202,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_073,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.0,0.0,0.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_073,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.0,0.0,0.0,1.5,0.02,6,60.0,0.58
cs_neutral_073,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.0,0.0,0.0,4.0,0.22,8,80.0,0.58
cs_neutral_073,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.0,0.0,0.0,4.0,0.22,8,80.0,0.58
cs_neutral_074,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.2,0.831555,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_074,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.2,0.831555,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_074,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.1,1.0,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_074,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.1,1.0,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_075,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.5,0.70035,0.5,2.333333,0.12,7,70.0,0.58
cs_neutral_075,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.5,0.773893,0.5,4.0,0.22,8,80.0,0.58
cs_neutral_075,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.6,0.717739,0.5,2.333333,0.12,7,70.0,0.58
cs_neutral_075,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.4,0.612425,0.5,1.5,0.02,6,60.0,0.58
cs_neutral_076,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.2,0.831555,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_076,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.3,0.906025,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_076,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.4,0.820715,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_076,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.5,0.951231,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_077,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.6,0.983303,1.0,9.0,0.32,9,90.0,0.58
cs_neutral_077,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.5,0.951971,1.0,9.0,0.32,9,90.0,0.58
cs_neutral_077,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.5,0.941577,1.0,9.0,0.32,9,90.0,0.58
cs_neutral_077,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.4,0.949389,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_078,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.1,0.289065,0.1,2.333333,0.12,7,70.0,0.58
cs_neutral_078,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.0,0.0,0.0,1.5,0.02,6,60.0,0.58
cs_neutral_078,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.2,0.370666,0.125,1.5,0.02,6,60.0,0.58
cs_neutral_078,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.2,0.397809,0.142857,1.5,0.02,6,60.0,0.58
cs_neutral_079,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.4,0.961999,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_079,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.4,0.970929,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_079,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.5,0.858796,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_079,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.4,0.810409,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_080,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.3,1.0,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_080,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.6,0.940953,1.0,0.25,-0.38,2,20.0,0.58
cs_neutral_080,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.6,0.960769,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_080,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.5,0.874855,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_081,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.4,0.743892,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_081,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.4,0.866543,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_081,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.4,0.644464,0.333333,0.666667,-0.18,4,40.0,0.58
cs_neutral_081,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.4,0.644464,0.333333,0.428571,-0.28,3,30.0,0.58
cs_neutral_082,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.7,0.870393,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_082,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.8,0.924937,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_082,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.8,0.978292,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_082,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.9,0.966715,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_083,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.0,0.0,0.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_083,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.1,0.289065,0.1,0.666667,-0.18,4,40.0,0.58
cs_neutral_083,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.2,0.395647,0.166667,0.666667,-0.18,4,40.0,0.58
cs_neutral_083,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.2,0.395647,0.166667,1.0,-0.08,5,50.0,0.58
cs_neutral_084,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.9,0.919646,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_084,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.7,0.909318,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_084,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.9,0.997188,1.0,9.0,0.32,9,90.0,0.58
cs_neutral_084,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.8,0.946645,1.0,20.0,0.42,10,100.0,0.58
cs_neutral_085,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.1,1.0,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_085,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.1,0.289065,0.1,2.333333,0.12,7,70.0,0.58
cs_neutral_085,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.1,1.0,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_085,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.2,0.370666,0.125,1.0,-0.08,5,50.0,0.58
cs_neutral_086,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.7,0.713899,0.333333,0.666667,-0.18,4,40.0,0.58
cs_neutral_086,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.6,0.69303,0.333333,1.0,-0.08,5,50.0,0.58
cs_neutral_086,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.6,0.622278,0.25,1.0,-0.08,5,50.0,0.58
cs_neutral_086,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.5,0.673245,0.5,2.333333,0.12,7,70.0,0.58
cs_neutral_087,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.4,0.797972,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_087,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.7,0.953164,1.0,9.0,0.32,9,90.0,0.58
cs_neutral_087,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.9,0.977015,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_087,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.9,1.0,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_088,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.6,0.844331,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_088,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.7,0.840138,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_088,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.9,0.984218,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_088,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.9,0.919646,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_089,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.2,0.806574,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_089,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.3,0.792865,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_089,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.3,0.906025,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_089,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.3,1.0,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_090,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,1.0,1.0,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_090,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,1.0,1.0,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_090,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,1.0,1.0,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_090,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.9,0.966715,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_091,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.9,0.919646,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_091,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,1.0,1.0,1.0,4.0,0.22,8,80.0,0.58
cs_neutral_091,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,1.0,1.0,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_091,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,1.0,1.0,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_092,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.5,0.871232,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_092,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.5,0.838642,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_092,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.7,0.831714,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_092,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.8,0.899571,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_093,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.5,0.844978,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_093,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.7,0.964241,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_093,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.9,0.984218,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_093,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.8,0.991829,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_094,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.4,0.955024,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_094,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.6,0.963487,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_094,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.8,0.978292,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_094,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.8,0.978292,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_095,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.6,0.927964,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_095,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.5,0.849036,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_095,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.5,0.858796,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_095,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.6,0.897872,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_096,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.6,0.944574,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_096,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.7,0.953164,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_096,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.7,0.945308,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_096,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.7,0.890863,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_097,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.5,0.844238,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_097,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.8,0.909877,1.0,0.428571,-0.28,3,30.0,0.58
cs_neutral_097,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.7,0.909318,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_097,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.7,0.877527,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_098,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.8,0.932689,1.0,2.333333,0.12,7,70.0,0.58
cs_neutral_098,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.9,0.977015,1.0,1.5,0.02,6,60.0,0.58
cs_neutral_098,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.9,0.984218,1.0,0.428571,-0.28,3,30.0,0.58
cs_neutral_098,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.9,0.993795,1.0,0.666667,-0.18,4,40.0,0.58
cs_neutral_099,neutral,Algorithms and Theory,Unknown,Unknown,0.3,50,0.7,0.85077,1.0,0.428571,-0.28,3,30.0,0.58
cs_neutral_099,neutral,Algorithms and Theory,Unknown,Unknown,0.5,50,0.7,0.949875,1.0,0.428571,-0.28,3,30.0,0.58
cs_neutral_099,neutral,Algorithms and Theory,Unknown,Unknown,0.7,50,0.9,0.993795,1.0,1.0,-0.08,5,50.0,0.58
cs_neutral_099,neutral,Algorithms and Theory,Unknown,Unknown,0.9,50,0.9,0.989595,1.0,1.5,0.02,6,60.0,0.58
