query_id,query_type,primary_cat,region,query_privilege,lambda,n_candidates,avg_relevance,intra_list_div,mmr_score,ndcg_at_10,mrr,base_avg_rel,base_ild,base_ndcg,base_mrr,mmr_privileged_count,mmr_privileged_pct,base_privileged_count,base_privileged_pct
cs_neutral_033,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.427474,0.701083,0.564279,0.983758,1.0,0.449132,0.672711,0.998613,1.0,7,70.0,6,60.0
cs_neutral_033,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.447061,0.688601,0.519523,0.994079,1.0,0.449132,0.672711,0.998613,1.0,7,70.0,6,60.0
cs_neutral_033,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.466684,0.630139,0.483029,0.999165,1.0,0.449132,0.672711,0.998613,1.0,6,60.0,6,60.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.398966,0.663472,0.58412,0.958889,1.0,0.532823,0.437894,0.99559,1.0,8,80.0,7,70.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.469143,0.615357,0.54225,0.965177,1.0,0.532823,0.437894,0.99559,1.0,6,60.0,7,70.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.541334,0.491658,0.526431,0.992299,1.0,0.532823,0.437894,0.99559,1.0,7,70.0,7,70.0
cs_neutral_034,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.558542,0.406724,0.54336,0.99973,1.0,0.532823,0.437894,0.99559,1.0,7,70.0,7,70.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.510225,0.617388,0.585239,0.978359,1.0,0.56012,0.52746,0.989951,1.0,5,50.0,5,50.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.558927,0.569555,0.564241,0.993558,1.0,0.56012,0.52746,0.989951,1.0,6,60.0,5,50.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.575245,0.524105,0.559903,0.992763,1.0,0.56012,0.52746,0.989951,1.0,6,60.0,5,50.0
cs_neutral_035,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.57858,0.518556,0.572578,0.999578,1.0,0.56012,0.52746,0.989951,1.0,6,60.0,5,50.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.458883,0.679453,0.613282,0.971539,1.0,0.600856,0.461745,0.996474,1.0,6,60.0,7,70.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.525128,0.634228,0.579678,0.961241,1.0,0.600856,0.461745,0.996474,1.0,6,60.0,7,70.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.590848,0.515534,0.568254,0.997327,1.0,0.600856,0.461745,0.996474,1.0,6,60.0,7,70.0
cs_neutral_036,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.615089,0.43133,0.596713,0.999598,1.0,0.600856,0.461745,0.996474,1.0,8,80.0,7,70.0
cs_neutral_037,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.467743,0.691661,0.624486,0.988881,1.0,0.593145,0.515895,0.997676,1.0,5,50.0,6,60.0
cs_neutral_037,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.506849,0.655959,0.581404,0.980718,1.0,0.593145,0.515895,0.997676,1.0,4,40.0,6,60.0
cs_neutral_037,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.584686,0.563967,0.57847,0.995879,1.0,0.593145,0.515895,0.997676,1.0,6,60.0,6,60.0
cs_neutral_037,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.602922,0.504143,0.593044,0.999996,1.0,0.593145,0.515895,0.997676,1.0,7,70.0,6,60.0
cs_neutral_038,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.400659,0.753744,0.647819,0.951716,1.0,0.497356,0.532178,0.995998,1.0,8,80.0,8,80.0
cs_neutral_038,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.449266,0.714599,0.581932,0.980734,1.0,0.497356,0.532178,0.995998,1.0,6,60.0,8,80.0
cs_neutral_038,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.499344,0.646553,0.543507,0.992006,1.0,0.497356,0.532178,0.995998,1.0,6,60.0,8,80.0
cs_neutral_038,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.51887,0.569924,0.523976,0.99969,1.0,0.497356,0.532178,0.995998,1.0,8,80.0,8,80.0
cs_neutral_039,neutral,Natural Language Processing,Unknown,Unknown,0.3,50,0.528043,0.668697,0.626501,0.964622,1.0,0.611968,0.508254,0.997762,1.0,8,80.0,6,60.0
cs_neutral_039,neutral,Natural Language Processing,Unknown,Unknown,0.5,50,0.58959,0.562188,0.575889,0.989349,1.0,0.611968,0.508254,0.997762,1.0,7,70.0,6,60.0
cs_neutral_039,neutral,Natural Language Processing,Unknown,Unknown,0.7,50,0.617174,0.519325,0.58782,0.996162,1.0,0.611968,0.508254,0.997762,1.0,6,60.0,6,60.0
cs_neutral_039,neutral,Natural Language Processing,Unknown,Unknown,0.9,50,0.625642,0.495362,0.612614,0.999913,1.0,0.611968,0.508254,0.997762,1.0,5,50.0,6,60.0
cs_neutral_040,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.466435,0.651492,0.595975,0.970878,1.0,0.545472,0.481088,0.995373,1.0,6,60.0,6,60.0
cs_neutral_040,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.505584,0.63263,0.569107,0.979885,1.0,0.545472,0.481088,0.995373,1.0,7,70.0,6,60.0
cs_neutral_040,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.547677,0.578495,0.556923,0.993684,1.0,0.545472,0.481088,0.995373,1.0,5,50.0,6,60.0
cs_neutral_040,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.559824,0.545071,0.558349,0.999372,1.0,0.545472,0.481088,0.995373,1.0,6,60.0,6,60.0
cs_neutral_041,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.512241,0.646923,0.606518,0.976442,1.0,0.561866,0.530004,0.99043,1.0,4,40.0,6,60.0
cs_neutral_041,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.546644,0.596868,0.571756,0.969946,1.0,0.561866,0.530004,0.99043,1.0,2,20.0,6,60.0
cs_neutral_041,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.595154,0.505869,0.568369,0.998181,1.0,0.561866,0.530004,0.99043,1.0,5,50.0,6,60.0
cs_neutral_041,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.600651,0.477241,0.58831,0.999875,1.0,0.561866,0.530004,0.99043,1.0,6,60.0,6,60.0
cs_neutral_042,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.481969,0.674222,0.616546,0.98832,1.0,0.531799,0.514107,0.993047,1.0,7,70.0,4,40.0
cs_neutral_042,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.506399,0.646862,0.576631,0.987671,1.0,0.531799,0.514107,0.993047,1.0,5,50.0,4,40.0
cs_neutral_042,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.527669,0.590089,0.546395,0.992539,1.0,0.531799,0.514107,0.993047,1.0,5,50.0,4,40.0
cs_neutral_042,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.545307,0.512262,0.542002,0.999688,1.0,0.531799,0.514107,0.993047,1.0,4,40.0,4,40.0
cs_neutral_043,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.482823,0.665953,0.611014,0.928159,1.0,0.599431,0.473223,0.985912,1.0,7,70.0,6,60.0
cs_neutral_043,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.577333,0.544845,0.561089,0.978698,1.0,0.599431,0.473223,0.985912,1.0,10,100.0,6,60.0
cs_neutral_043,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.633207,0.433435,0.573275,0.997965,1.0,0.599431,0.473223,0.985912,1.0,9,90.0,6,60.0
cs_neutral_043,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.641036,0.409783,0.617911,0.999831,1.0,0.599431,0.473223,0.985912,1.0,9,90.0,6,60.0
cs_neutral_044,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.563305,0.543658,0.549552,0.98616,1.0,0.640879,0.431006,0.994147,1.0,8,80.0,7,70.0
cs_neutral_044,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.614284,0.490787,0.552535,0.971203,1.0,0.640879,0.431006,0.994147,1.0,9,90.0,7,70.0
cs_neutral_044,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.649972,0.431392,0.584398,0.998123,1.0,0.640879,0.431006,0.994147,1.0,8,80.0,7,70.0
cs_neutral_044,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.656858,0.401461,0.631319,0.999997,1.0,0.640879,0.431006,0.994147,1.0,8,80.0,7,70.0
cs_neutral_045,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.461165,0.61364,0.567898,0.964178,1.0,0.533825,0.4809,0.989111,1.0,5,50.0,6,60.0
cs_neutral_045,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.511758,0.579292,0.545525,0.969354,1.0,0.533825,0.4809,0.989111,1.0,8,80.0,6,60.0
cs_neutral_045,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.558726,0.484918,0.536583,0.990957,1.0,0.533825,0.4809,0.989111,1.0,5,50.0,6,60.0
cs_neutral_045,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.560712,0.473589,0.552,0.999855,1.0,0.533825,0.4809,0.989111,1.0,4,40.0,6,60.0
cs_neutral_046,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.485991,0.62423,0.582758,0.975946,1.0,0.561329,0.49642,0.995216,1.0,8,80.0,7,70.0
cs_neutral_046,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.532357,0.59096,0.561659,0.990373,1.0,0.561329,0.49642,0.995216,1.0,8,80.0,7,70.0
cs_neutral_046,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.578689,0.495797,0.553822,0.998388,1.0,0.561329,0.49642,0.995216,1.0,7,70.0,7,70.0
cs_neutral_046,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.590259,0.433182,0.574551,0.999812,1.0,0.561329,0.49642,0.995216,1.0,7,70.0,7,70.0
cs_neutral_047,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.539776,0.591709,0.576129,0.97857,1.0,0.678101,0.386932,0.996236,1.0,3,30.0,7,70.0
cs_neutral_047,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.619625,0.517889,0.568757,0.988549,1.0,0.678101,0.386932,0.996236,1.0,6,60.0,7,70.0
cs_neutral_047,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.681494,0.391459,0.594484,0.998831,1.0,0.678101,0.386932,0.996236,1.0,6,60.0,7,70.0
cs_neutral_047,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.69352,0.320768,0.656245,0.99995,1.0,0.678101,0.386932,0.996236,1.0,5,50.0,7,70.0
cs_neutral_048,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.448706,0.726186,0.642942,0.986625,1.0,0.538249,0.550104,0.983171,1.0,6,60.0,5,50.0
cs_neutral_048,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.506823,0.653639,0.580231,0.983354,1.0,0.538249,0.550104,0.983171,1.0,5,50.0,5,50.0
cs_neutral_048,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.536648,0.583983,0.550848,0.984913,1.0,0.538249,0.550104,0.983171,1.0,6,60.0,5,50.0
cs_neutral_048,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.553366,0.515582,0.549588,0.999428,1.0,0.538249,0.550104,0.983171,1.0,6,60.0,5,50.0
cs_neutral_049,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.5066,0.621485,0.58702,0.972875,1.0,0.671366,0.304729,0.998478,1.0,6,60.0,7,70.0
cs_neutral_049,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.590406,0.536285,0.563345,0.97965,1.0,0.671366,0.304729,0.998478,1.0,5,50.0,7,70.0
cs_neutral_049,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.666844,0.393664,0.58489,0.995127,1.0,0.671366,0.304729,0.998478,1.0,8,80.0,7,70.0
cs_neutral_049,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.677415,0.327025,0.642376,0.999869,1.0,0.671366,0.304729,0.998478,1.0,8,80.0,7,70.0
cs_neutral_050,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.402823,0.684157,0.599757,0.964498,1.0,0.496382,0.524583,0.995303,1.0,5,50.0,3,30.0
cs_neutral_050,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.446424,0.647075,0.546749,0.969543,1.0,0.496382,0.524583,0.995303,1.0,4,40.0,3,30.0
cs_neutral_050,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.503444,0.53763,0.513699,0.997989,1.0,0.496382,0.524583,0.995303,1.0,4,40.0,3,30.0
cs_neutral_050,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.520041,0.470996,0.515136,0.999823,1.0,0.496382,0.524583,0.995303,1.0,3,30.0,3,30.0
cs_neutral_051,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.474536,0.671578,0.612465,0.975058,1.0,0.633069,0.405306,0.991181,1.0,9,90.0,6,60.0
cs_neutral_051,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.547781,0.591385,0.569583,0.959753,1.0,0.633069,0.405306,0.991181,1.0,9,90.0,6,60.0
cs_neutral_051,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.64917,0.39203,0.572028,0.993602,1.0,0.633069,0.405306,0.991181,1.0,6,60.0,6,60.0
cs_neutral_051,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.654344,0.363238,0.625233,0.999308,1.0,0.633069,0.405306,0.991181,1.0,5,50.0,6,60.0
cs_neutral_052,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.513905,0.633831,0.597853,0.969413,1.0,0.629302,0.466533,0.990578,1.0,7,70.0,5,50.0
cs_neutral_052,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.577864,0.578852,0.578358,0.975895,1.0,0.629302,0.466533,0.990578,1.0,4,40.0,5,50.0
cs_neutral_052,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.638779,0.450316,0.58224,0.998074,1.0,0.629302,0.466533,0.990578,1.0,5,50.0,5,50.0
cs_neutral_052,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.644737,0.422892,0.622553,1.0,1.0,0.629302,0.466533,0.990578,1.0,4,40.0,5,50.0
cs_neutral_053,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.503193,0.622653,0.586815,0.976065,1.0,0.577634,0.48732,0.969806,1.0,5,50.0,6,60.0
cs_neutral_053,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.537003,0.598704,0.567854,0.985488,1.0,0.577634,0.48732,0.969806,1.0,7,70.0,6,60.0
cs_neutral_053,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.591262,0.505653,0.56558,0.991552,1.0,0.577634,0.48732,0.969806,1.0,7,70.0,6,60.0
cs_neutral_053,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.604622,0.447729,0.588933,0.999705,1.0,0.577634,0.48732,0.969806,1.0,8,80.0,6,60.0
cs_neutral_054,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.410305,0.765823,0.659168,0.953149,1.0,0.576746,0.458782,0.985957,1.0,5,50.0,6,60.0
cs_neutral_054,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.505904,0.673302,0.589603,0.955005,1.0,0.576746,0.458782,0.985957,1.0,6,60.0,6,60.0
cs_neutral_054,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.5528,0.59412,0.565196,0.999972,1.0,0.576746,0.458782,0.985957,1.0,7,70.0,6,60.0
cs_neutral_054,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.578229,0.485644,0.56897,0.999858,1.0,0.576746,0.458782,0.985957,1.0,7,70.0,6,60.0
cs_neutral_055,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.46571,0.675969,0.612892,0.987146,1.0,0.588893,0.447046,0.997699,1.0,9,90.0,7,70.0
cs_neutral_055,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.503631,0.661303,0.582467,0.985071,1.0,0.588893,0.447046,0.997699,1.0,8,80.0,7,70.0
cs_neutral_055,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.608276,0.446929,0.559872,0.989637,1.0,0.588893,0.447046,0.997699,1.0,6,60.0,7,70.0
cs_neutral_055,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.620176,0.379279,0.596087,0.99996,1.0,0.588893,0.447046,0.997699,1.0,6,60.0,7,70.0
cs_neutral_056,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.451474,0.703467,0.627869,0.976775,1.0,0.578959,0.468233,0.991392,1.0,3,30.0,5,50.0
cs_neutral_056,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.515378,0.657569,0.586474,0.956454,1.0,0.578959,0.468233,0.991392,1.0,7,70.0,5,50.0
cs_neutral_056,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.584871,0.498621,0.558996,0.999068,1.0,0.578959,0.468233,0.991392,1.0,7,70.0,5,50.0
cs_neutral_056,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.584871,0.498621,0.576246,0.99989,1.0,0.578959,0.468233,0.991392,1.0,7,70.0,5,50.0
cs_neutral_057,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.49911,0.647316,0.602854,0.980779,1.0,0.587473,0.500659,0.984599,1.0,7,70.0,8,80.0
cs_neutral_057,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.551942,0.593205,0.572574,0.965903,1.0,0.587473,0.500659,0.984599,1.0,8,80.0,8,80.0
cs_neutral_057,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.595048,0.487359,0.562742,0.997784,1.0,0.587473,0.500659,0.984599,1.0,9,90.0,8,80.0
cs_neutral_057,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.601552,0.452193,0.586616,0.999692,1.0,0.587473,0.500659,0.984599,1.0,9,90.0,8,80.0
cs_neutral_058,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.478594,0.641715,0.592778,0.977654,1.0,0.558084,0.483533,0.999284,1.0,4,40.0,6,60.0
cs_neutral_058,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.53819,0.574146,0.556168,0.981145,1.0,0.558084,0.483533,0.999284,1.0,4,40.0,6,60.0
cs_neutral_058,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.566688,0.519275,0.552464,0.998679,1.0,0.558084,0.483533,0.999284,1.0,6,60.0,6,60.0
cs_neutral_058,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.572938,0.488629,0.564507,0.999863,1.0,0.558084,0.483533,0.999284,1.0,6,60.0,6,60.0
cs_neutral_059,neutral,Computer Vision,Unknown,Unknown,0.3,50,0.46699,0.649167,0.594514,0.953203,1.0,0.624925,0.42531,0.997744,1.0,7,70.0,8,80.0
cs_neutral_059,neutral,Computer Vision,Unknown,Unknown,0.5,50,0.551781,0.589323,0.570552,0.96971,1.0,0.624925,0.42531,0.997744,1.0,6,60.0,8,80.0
cs_neutral_059,neutral,Computer Vision,Unknown,Unknown,0.7,50,0.630274,0.418535,0.566752,0.99799,1.0,0.624925,0.42531,0.997744,1.0,8,80.0,8,80.0
cs_neutral_059,neutral,Computer Vision,Unknown,Unknown,0.9,50,0.630274,0.418535,0.6091,0.999915,1.0,0.624925,0.42531,0.997744,1.0,8,80.0,8,80.0
cs_neutral_060,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.429208,0.735418,0.643555,0.990336,1.0,0.489155,0.612117,0.992598,1.0,8,80.0,7,70.0
cs_neutral_060,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.455933,0.694065,0.574999,0.99814,1.0,0.489155,0.612117,0.992598,1.0,7,70.0,7,70.0
cs_neutral_060,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.503569,0.619002,0.538199,0.990746,1.0,0.489155,0.612117,0.992598,1.0,4,40.0,7,70.0
cs_neutral_060,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.508316,0.598568,0.517341,0.999873,1.0,0.489155,0.612117,0.992598,1.0,4,40.0,7,70.0
cs_neutral_061,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.469075,0.666562,0.607316,0.995215,1.0,0.518663,0.567776,0.997709,1.0,8,80.0,7,70.0
cs_neutral_061,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.503434,0.645086,0.57426,0.99706,1.0,0.518663,0.567776,0.997709,1.0,6,60.0,7,70.0
cs_neutral_061,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.513237,0.616985,0.544361,0.993644,1.0,0.518663,0.567776,0.997709,1.0,7,70.0,7,70.0
cs_neutral_061,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.523985,0.580705,0.529657,0.995775,1.0,0.518663,0.567776,0.997709,1.0,7,70.0,7,70.0
cs_neutral_062,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.402999,0.679243,0.59637,0.995735,1.0,0.468698,0.483141,0.947282,0.5,3,30.0,6,60.0
cs_neutral_062,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.44972,0.628661,0.539191,0.992364,1.0,0.468698,0.483141,0.947282,0.5,3,30.0,6,60.0
cs_neutral_062,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.486083,0.571653,0.511754,0.996898,1.0,0.468698,0.483141,0.947282,0.5,4,40.0,6,60.0
cs_neutral_062,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.500434,0.508417,0.501232,0.999286,1.0,0.468698,0.483141,0.947282,0.5,4,40.0,6,60.0
cs_neutral_063,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.348428,0.766079,0.640784,0.967393,1.0,0.514545,0.576994,0.988442,1.0,4,40.0,5,50.0
cs_neutral_063,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.487118,0.654349,0.570733,0.975067,1.0,0.514545,0.576994,0.988442,1.0,6,60.0,5,50.0
cs_neutral_063,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.521254,0.589688,0.541784,0.997671,1.0,0.514545,0.576994,0.988442,1.0,7,70.0,5,50.0
cs_neutral_063,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.534237,0.558963,0.53671,0.999984,1.0,0.514545,0.576994,0.988442,1.0,5,50.0,5,50.0
cs_neutral_064,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.3541,0.785039,0.655757,0.986122,1.0,0.421362,0.67336,0.949744,0.142857,7,70.0,7,70.0
cs_neutral_064,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.398347,0.744886,0.571616,0.984231,1.0,0.421362,0.67336,0.949744,0.142857,6,60.0,7,70.0
cs_neutral_064,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.441764,0.67918,0.512989,0.990975,1.0,0.421362,0.67336,0.949744,0.142857,8,80.0,7,70.0
cs_neutral_064,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.448765,0.636422,0.467531,0.999888,1.0,0.421362,0.67336,0.949744,0.142857,8,80.0,7,70.0
cs_neutral_065,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.374331,0.76377,0.646938,0.932184,1.0,0.522944,0.348756,0.997422,1.0,8,80.0,5,50.0
cs_neutral_065,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.447767,0.688496,0.568132,0.946839,1.0,0.522944,0.348756,0.997422,1.0,8,80.0,5,50.0
cs_neutral_065,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.515579,0.555105,0.527437,0.98791,1.0,0.522944,0.348756,0.997422,1.0,8,80.0,5,50.0
cs_neutral_065,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.54234,0.375775,0.525683,0.99983,1.0,0.522944,0.348756,0.997422,1.0,6,60.0,5,50.0
cs_neutral_066,neutral,Systems and Distributed Computing,Unknown,Unknown,0.3,50,0.35291,0.787114,0.656853,0.987167,0.0,0.39911,0.682659,0.966761,0.0,6,60.0,7,70.0
cs_neutral_066,neutral,Systems and Distributed Computing,Unknown,Unknown,0.5,50,0.370535,0.768237,0.569386,0.992328,0.0,0.39911,0.682659,0.966761,0.0,8,80.0,7,70.0
cs_neutral_066,neutral,Systems and Distributed Computing,Unknown,Unknown,0.7,50,0.393598,0.755343,0.502122,0.982992,0.0,0.39911,0.682659,0.966761,0.0,8,80.0,7,70.0
cs_neutral_066,neutral,Systems and Distributed Computing,Unknown,Unknown,0.9,50,0.429196,0.630533,0.449329,0.996084,0.0,0.39911,0.682659,0.966761,0.0,8,80.0,7,70.0
