query_id,query_type,privilege,region,primary_cat,primary_institution,precision@10,ndcg@10,mrr,spd,avg_cosine_sim,gt_doc_id
13e1d807-bd2d-4934-9a94-2f98c53c7ebf,neutral,Privileged,America,Astrophysical Phenomena and Observations,Princeton Public Schools,0.1,1.0,1.0,100.0,0.3572,https://openalex.org/W2149078483
8c040dec-9b07-4e69-a328-877b908edddd,neutral,Privileged,America,Astrophysical Phenomena and Observations,Princeton Public Schools,0.1,1.0,1.0,100.0,0.3745,https://openalex.org/W2149078483
23fd9a94-bd95-4f33-ad94-b1a59d2567a6,neutral,Privileged,America,Astrophysical Phenomena and Observations,Princeton Public Schools,0.1,1.0,1.0,100.0,0.445,https://openalex.org/W2149078483
2f733b0c-d2d7-48a0-b5e4-f02f45429ea2,neutral,Privileged,America,Astrophysical Phenomena and Observations,Princeton Public Schools,0.0,0.0,0.0,0.0,0.4435,https://openalex.org/W2149078483
f73adab8-5034-4d4b-8465-097d61891833,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Basel,0.1,1.0,1.0,100.0,0.5479,https://openalex.org/W2160729269
0161d5e1-8a28-4617-a2f3-6d17c2c4457a,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Basel,0.0,0.0,0.0,0.0,0.4131,https://openalex.org/W2160729269
27d66f1c-4bd9-4f87-ab83-0a2c15028522,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Basel,0.1,0.6309,0.5,90.0,0.4898,https://openalex.org/W2160729269
ea91689b-bf5c-49f4-bd49-2bebd762153d,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Basel,0.1,0.4307,0.25,70.0,0.4933,https://openalex.org/W2160729269
17cd44bf-2eac-4fb5-97f1-acaf4ba95694,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Turku,0.2,1.1309,0.5,90.0,0.5368,https://openalex.org/W2759675126
3cde44e0-f518-4f6e-ab5f-978d0c870983,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Turku,0.0,0.0,0.0,0.0,0.3608,https://openalex.org/W2759675126
4ab0cf59-4e82-445e-86d0-74423945a040,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Turku,0.0,0.0,0.0,0.0,0.4835,https://openalex.org/W2759675126
9cfebd6c-90e5-436b-aeef-46aa18221320,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Turku,0.0,0.0,0.0,0.0,0.3754,https://openalex.org/W2759675126
d973483a-2865-4134-8c32-ec16db7015f5,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,Friedrich-Alexander-Universität Erlangen-Nürnberg,0.1,1.0,1.0,100.0,0.3615,https://openalex.org/W2965700406
4c20821e-b372-4830-8523-a3e3e860a5b8,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,Friedrich-Alexander-Universität Erlangen-Nürnberg,0.1,0.5,0.3333,80.0,0.2928,https://openalex.org/W2965700406
aa68b624-3ee0-4fce-b078-3911a623c432,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,Friedrich-Alexander-Universität Erlangen-Nürnberg,0.1,1.0,1.0,100.0,0.3593,https://openalex.org/W2965700406
ccbe58ff-2acf-4381-bd2f-01cdd0fc44f9,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,Friedrich-Alexander-Universität Erlangen-Nürnberg,0.1,0.6309,0.5,90.0,0.3249,https://openalex.org/W2965700406
defdaafc-5f04-4f82-a13f-201cc66a6f35,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Milan,0.1,0.3562,0.1667,50.0,0.4827,https://openalex.org/W2108088783
55195c6a-3b14-4969-8953-31a1d9642fa5,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Milan,0.1,1.0,1.0,100.0,0.4861,https://openalex.org/W2108088783
36b4dcc7-e63d-4681-9df8-605b69f7b9a3,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Milan,0.1,1.0,1.0,100.0,0.3776,https://openalex.org/W2108088783
d9b0c259-9774-4670-aafd-d508bfb9f4d0,neutral,Underrepresented,Europe,Astrophysical Phenomena and Observations,University of Milan,0.0,0.0,0.0,0.0,0.4519,https://openalex.org/W2108088783
2c9d7949-166e-4374-8956-c65165ad8cbd,neutral,Privileged,Asia,Black Holes and Theoretical Physics,Chinese Academy of Sciences,0.2,1.3562,1.0,100.0,0.4852,https://openalex.org/W3000028430
8c7062a9-a221-48d9-b8f3-78014a92b193,neutral,Privileged,Asia,Black Holes and Theoretical Physics,Chinese Academy of Sciences,0.0,0.0,0.0,0.0,0.3863,https://openalex.org/W3000028430
39e17558-60e0-4dd9-b7c1-b5f17a58c511,neutral,Privileged,Asia,Black Holes and Theoretical Physics,Chinese Academy of Sciences,0.2,1.4307,1.0,100.0,0.5095,https://openalex.org/W3000028430
544a57b7-1861-4e72-8f37-e33d83384ebb,neutral,Privileged,Asia,Black Holes and Theoretical Physics,Chinese Academy of Sciences,0.0,0.0,0.0,0.0,0.4211,https://openalex.org/W3000028430
890c0c91-529a-46a9-aac7-410ae7949e76,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Jadavpur University,0.1,1.0,1.0,100.0,0.5506,https://openalex.org/W2512381937
5d879e0e-d484-4be7-a4a5-5adddca3cb0b,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Jadavpur University,0.1,1.0,1.0,100.0,0.536,https://openalex.org/W2512381937
043eea01-83f1-41e0-b61c-20f420bc3f3d,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Jadavpur University,0.1,1.0,1.0,100.0,0.4967,https://openalex.org/W2512381937
58f6fe54-b265-408f-8224-911303dde1e8,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Jadavpur University,0.1,1.0,1.0,100.0,0.477,https://openalex.org/W2512381937
70f87ebb-af28-470e-a88f-b910a0b842a8,neutral,Privileged,America,Black Holes and Theoretical Physics,University of Waterloo,0.1,1.0,1.0,100.0,0.4831,https://openalex.org/W2893964262
e6c6c103-f8e9-4645-840f-9b7586e15fdb,neutral,Privileged,America,Black Holes and Theoretical Physics,University of Waterloo,0.1,0.5,0.3333,80.0,0.5117,https://openalex.org/W2893964262
d631d748-411e-4b74-a1ea-e1048e744e30,neutral,Privileged,America,Black Holes and Theoretical Physics,University of Waterloo,0.1,1.0,1.0,100.0,0.5132,https://openalex.org/W2893964262
d05e1c06-77df-44e4-bf15-94b0ff5c5805,neutral,Privileged,America,Black Holes and Theoretical Physics,University of Waterloo,0.0,0.0,0.0,0.0,0.5808,https://openalex.org/W2893964262
d54ca74c-8645-4c69-b9c9-8155303ac075,neutral,Underrepresented,Europe,Black Holes and Theoretical Physics,"Czech Academy of Sciences, Institute of Physics",0.1,1.0,1.0,100.0,0.5428,https://openalex.org/W4221162581
7e099726-fdc5-41a1-8f62-49b69a2649b3,neutral,Underrepresented,Europe,Black Holes and Theoretical Physics,"Czech Academy of Sciences, Institute of Physics",0.1,1.0,1.0,100.0,0.483,https://openalex.org/W4221162581
47534cd8-87a7-4997-884b-458ca7525d92,neutral,Underrepresented,Europe,Black Holes and Theoretical Physics,"Czech Academy of Sciences, Institute of Physics",0.0,0.0,0.0,0.0,0.4745,https://openalex.org/W4221162581
049f4730-c2d7-4e93-bdef-5b7e8add807d,neutral,Underrepresented,Europe,Black Holes and Theoretical Physics,"Czech Academy of Sciences, Institute of Physics",0.1,1.0,1.0,100.0,0.4162,https://openalex.org/W4221162581
e568507d-1e04-4004-9781-af60a0d3544d,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Xihua University,0.0,0.0,0.0,0.0,0.551,https://openalex.org/W2949190994
4d12010a-5fea-46f2-9cfa-6e47b9d11641,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Xihua University,0.0,0.0,0.0,0.0,0.5469,https://openalex.org/W2949190994
b3b5f961-f384-4eb9-bb69-a196d51e6ccc,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Xihua University,0.0,0.0,0.0,0.0,0.5352,https://openalex.org/W2949190994
6da8a7f7-8994-4b35-83e5-43d51a84f0ef,neutral,Underrepresented,Asia,Black Holes and Theoretical Physics,Xihua University,0.2,1.3333,1.0,100.0,0.5229,https://openalex.org/W2949190994
5a1b99b0-789f-4fef-a932-511512675dc4,neutral,Underrepresented,Asia,Complex Network Analysis Techniques,Southwest University,0.1,1.0,1.0,100.0,0.4986,https://openalex.org/W4362639910
24ae5e37-d0b2-4291-96d1-ab48568d5bca,neutral,Underrepresented,Asia,Complex Network Analysis Techniques,Southwest University,0.1,1.0,1.0,100.0,0.5746,https://openalex.org/W4362639910
af508ec2-a15f-403d-9bd3-1b39607f13e6,neutral,Underrepresented,Asia,Complex Network Analysis Techniques,Southwest University,0.1,0.6309,0.5,90.0,0.5519,https://openalex.org/W4362639910
cfbcbc2f-791a-4c0a-890b-a1c254b3d312,neutral,Underrepresented,Asia,Complex Network Analysis Techniques,Southwest University,0.1,0.5,0.3333,80.0,0.4535,https://openalex.org/W4362639910
f8c1ccb5-89e2-4e1d-bac2-67052993841b,neutral,Privileged,America,Complex Network Analysis Techniques,University of Michigan–Ann Arbor,0.2,1.6309,1.0,100.0,0.4479,https://openalex.org/W3134536990
26df3d74-b996-4b9d-82a3-4ca1190ea33d,neutral,Privileged,America,Complex Network Analysis Techniques,University of Michigan–Ann Arbor,0.2,1.6309,1.0,100.0,0.4203,https://openalex.org/W3134536990
62c76f21-7958-422d-b108-686178a1fd9a,neutral,Privileged,America,Complex Network Analysis Techniques,University of Michigan–Ann Arbor,0.1,0.3869,0.2,60.0,0.3457,https://openalex.org/W3134536990
ee91c644-3c94-47fc-82c8-811f9ad6f853,neutral,Privileged,America,Complex Network Analysis Techniques,University of Michigan–Ann Arbor,0.1,0.3155,0.125,30.0,0.4587,https://openalex.org/W3134536990
8ee80b17-3f38-47e7-a96f-73b95cb9cc33,neutral,Privileged,America,Complex Network Analysis Techniques,Northwestern University,0.1,1.0,1.0,100.0,0.5087,https://openalex.org/W2111642621
1dd1e2b1-2d06-4234-8fed-90a7622ce2dd,neutral,Privileged,America,Complex Network Analysis Techniques,Northwestern University,0.1,1.0,1.0,100.0,0.4421,https://openalex.org/W2111642621
13f993f4-0f25-4be7-b26f-fa1a752d89d8,neutral,Privileged,America,Complex Network Analysis Techniques,Northwestern University,0.1,1.0,1.0,100.0,0.5134,https://openalex.org/W2111642621
50834926-724e-4135-952c-43d38ea5e60a,neutral,Privileged,America,Complex Network Analysis Techniques,Northwestern University,0.2,1.4307,1.0,100.0,0.5847,https://openalex.org/W2111642621
3a9ff5c5-f349-4742-a123-3f7e5fb93cd5,neutral,Underrepresented,America,Complex Network Analysis Techniques,University of Calgary,0.0,0.0,0.0,0.0,0.4433,https://openalex.org/W1551299591
16bcdb5b-e6ce-4b1c-8fd4-8ecd62a3b977,neutral,Underrepresented,America,Complex Network Analysis Techniques,University of Calgary,0.1,0.5,0.3333,80.0,0.5899,https://openalex.org/W1551299591
5f0c892a-3446-48af-b8d9-688b1997ae9f,neutral,Underrepresented,America,Complex Network Analysis Techniques,University of Calgary,0.1,1.0,1.0,100.0,0.5607,https://openalex.org/W1551299591
2ed54f77-4f39-44c8-9970-1b61429c26ee,neutral,Underrepresented,America,Complex Network Analysis Techniques,University of Calgary,0.1,0.3562,0.1667,50.0,0.4275,https://openalex.org/W1551299591
4cc05755-af76-4fe6-9c09-e15c9adedb31,neutral,Underrepresented,Europe,Complex Network Analysis Techniques,Universidad Rovira i Virgili,0.2,1.5,1.0,100.0,0.5637,https://openalex.org/W2100240966
b0022885-d23c-42b1-9249-1d12f04ea0a8,neutral,Underrepresented,Europe,Complex Network Analysis Techniques,Universidad Rovira i Virgili,0.2,1.4307,1.0,100.0,0.6107,https://openalex.org/W2100240966
5131307a-d611-402d-a3ef-f87ffc010903,neutral,Underrepresented,Europe,Complex Network Analysis Techniques,Universidad Rovira i Virgili,0.2,1.6309,1.0,100.0,0.5153,https://openalex.org/W2100240966
a356ee1a-3540-4e87-a729-1c5af1accf66,neutral,Underrepresented,Europe,Complex Network Analysis Techniques,Universidad Rovira i Virgili,0.0,0.0,0.0,0.0,0.4887,https://openalex.org/W2100240966
0358ba5b-415a-41b2-b5e5-ceee2198f937,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidad de Guanajuato,0.1,1.0,1.0,100.0,0.4985,https://openalex.org/W2606572651
62b69f0b-274f-4767-ba91-f83fedbf7fa5,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidad de Guanajuato,0.2,1.6309,1.0,100.0,0.4353,https://openalex.org/W2606572651
9a5a9720-9206-481d-9bae-41d8384fbb37,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidad de Guanajuato,0.1,1.0,1.0,100.0,0.419,https://openalex.org/W2606572651
b21ac281-54be-4e3f-85b2-ab8d9dda750a,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidad de Guanajuato,0.1,1.0,1.0,100.0,0.4542,https://openalex.org/W2606572651
de0e1f2b-f605-4473-b584-4656d936a7eb,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Perimeter Institute,0.1,0.301,0.1111,20.0,0.4335,https://openalex.org/W3100120805
ce99b02b-e27c-4456-a665-6dcec7d85b42,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Perimeter Institute,0.1,0.5,0.3333,80.0,0.4252,https://openalex.org/W3100120805
c385f4aa-ecb0-4a7c-837a-ed6ed398e1cb,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Perimeter Institute,0.2,0.9307,0.3333,80.0,0.3853,https://openalex.org/W3100120805
93b8dafd-5d20-4249-86e2-b7ad99bd516b,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Perimeter Institute,0.0,0.0,0.0,0.0,0.4685,https://openalex.org/W3100120805
81e15e0a-55b5-4d2d-a669-0e7f63b3e32b,neutral,Underrepresented,Asia,Cosmology and Gravitation Theories,"Institute of Physics, Academia Sinica",0.1,1.0,1.0,100.0,0.5222,https://openalex.org/W3214492156
c513f52b-27a1-4bbb-8b0d-05e7e1fea107,neutral,Underrepresented,Asia,Cosmology and Gravitation Theories,"Institute of Physics, Academia Sinica",0.1,1.0,1.0,100.0,0.4038,https://openalex.org/W3214492156
1d2b22e0-45d8-4a30-880c-9d03b16fb110,neutral,Underrepresented,Asia,Cosmology and Gravitation Theories,"Institute of Physics, Academia Sinica",0.0,0.0,0.0,0.0,0.3343,https://openalex.org/W3214492156
112d004e-77ba-4d07-ab0c-a27868dc3ad1,neutral,Underrepresented,Asia,Cosmology and Gravitation Theories,"Institute of Physics, Academia Sinica",0.1,0.4307,0.25,70.0,0.4893,https://openalex.org/W3214492156
e9a29962-41c2-4c71-b13d-f1e9159e657e,neutral,Privileged,Asia,Cosmology and Gravitation Theories,Birla Institute of Technology and Science - Hyderabad Campus,0.1,0.6309,0.5,90.0,0.3097,https://openalex.org/W4402123013
4a5bacab-f892-4bb8-aa9c-8f686b9f53e0,neutral,Privileged,Asia,Cosmology and Gravitation Theories,Birla Institute of Technology and Science - Hyderabad Campus,0.0,0.0,0.0,0.0,0.4009,https://openalex.org/W4402123013
18a65576-7454-4fe6-8884-31220b5774ab,neutral,Privileged,Asia,Cosmology and Gravitation Theories,Birla Institute of Technology and Science - Hyderabad Campus,0.0,0.0,0.0,0.0,0.2865,https://openalex.org/W4402123013
003800b3-8289-4b9b-9dd0-8a2e3a2edae2,neutral,Privileged,Asia,Cosmology and Gravitation Theories,Birla Institute of Technology and Science - Hyderabad Campus,0.0,0.0,0.0,0.0,0.4058,https://openalex.org/W4402123013
3ace930a-e7ca-47c0-9f2d-41ab5a3144c5,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidade Federal do Pará,0.0,0.0,0.0,0.0,0.4523,https://openalex.org/W2505867651
1e9e41e6-e225-421c-b36a-79319915d7f9,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidade Federal do Pará,0.2,0.7891,0.3333,80.0,0.5243,https://openalex.org/W2505867651
5fa43d47-35a1-44c7-9dda-ae607e566b26,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidade Federal do Pará,0.0,0.0,0.0,0.0,0.3946,https://openalex.org/W2505867651
1452de89-1ee9-4e75-9ef9-ea1e6465ead8,neutral,Underrepresented,America,Cosmology and Gravitation Theories,Universidade Federal do Pará,0.0,0.0,0.0,0.0,0.5236,https://openalex.org/W2505867651
8b145478-b9c8-4815-9799-434275c0ab5e,neutral,Privileged,Europe,"Galaxies: Formation, Evolution, Phenomena",Max Planck Institute for Extraterrestrial Physics,0.1,1.0,1.0,100.0,0.4579,https://openalex.org/W2992374467
657647ca-f079-4460-a64d-a1d3ea7dc3d2,neutral,Privileged,Europe,"Galaxies: Formation, Evolution, Phenomena",Max Planck Institute for Extraterrestrial Physics,0.2,0.9464,0.5,90.0,0.4697,https://openalex.org/W2992374467
f0061d92-a55c-4ff1-bb7b-ec9ba1b9dc41,neutral,Privileged,Europe,"Galaxies: Formation, Evolution, Phenomena",Max Planck Institute for Extraterrestrial Physics,0.1,1.0,1.0,100.0,0.4484,https://openalex.org/W2992374467
74a7139d-72da-4562-9760-73c6a74d27d0,neutral,Privileged,Europe,"Galaxies: Formation, Evolution, Phenomena",Max Planck Institute for Extraterrestrial Physics,0.1,1.0,1.0,100.0,0.4196,https://openalex.org/W2992374467
6536585a-6f12-4e77-bff1-f61cd3a368c4,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena","University of Maryland, College Park",0.1,0.6309,0.5,90.0,0.5,https://openalex.org/W2052779636
e78865c1-e3d8-48dd-8fb7-3b74f93974a9,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena","University of Maryland, College Park",0.1,0.6309,0.5,90.0,0.4398,https://openalex.org/W2052779636
ead2ee84-cf37-4795-b5a6-b3f630c76497,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena","University of Maryland, College Park",0.1,1.0,1.0,100.0,0.5437,https://openalex.org/W2052779636
605a2a57-af11-42e0-b0b2-85a969d51a6d,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena","University of Maryland, College Park",0.0,0.0,0.0,0.0,0.4979,https://openalex.org/W2052779636
a8dfaf2c-946e-413e-9d53-7d0a34b26308,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena",West Virginia University Hospitals,0.0,0.0,0.0,0.0,0.5085,https://openalex.org/W3207517111
b24bd2ee-70c8-4bac-ad36-72279f191536,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena",West Virginia University Hospitals,0.1,1.0,1.0,100.0,0.452,https://openalex.org/W3207517111
e8b1046d-c0f1-46d6-a2cd-90889f1b7709,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena",West Virginia University Hospitals,0.1,1.0,1.0,100.0,0.4283,https://openalex.org/W3207517111
2264e412-78e3-41c3-8c37-0a3ecfc911b4,neutral,Privileged,America,"Galaxies: Formation, Evolution, Phenomena",West Virginia University Hospitals,0.1,1.0,1.0,100.0,0.3981,https://openalex.org/W3207517111
b8c59523-da50-47cf-9c01-2e986330af57,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",Laboratoire d’Astrophysique de Marseille,0.1,0.6309,0.5,90.0,0.3501,https://openalex.org/W2953226721
74dbad60-ae93-490c-b436-a8ad1ca54603,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",Laboratoire d’Astrophysique de Marseille,0.0,0.0,0.0,0.0,0.3173,https://openalex.org/W2953226721
4916cb22-3b6d-43a6-a956-fd126165a8ed,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",Laboratoire d’Astrophysique de Marseille,0.1,1.0,1.0,100.0,0.5108,https://openalex.org/W2953226721
25486193-f636-4bc8-8383-b2881b2dc2ef,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",Laboratoire d’Astrophysique de Marseille,0.0,0.0,0.0,0.0,0.4595,https://openalex.org/W2953226721
313ac132-d4d6-4f3a-b5ce-2a17c2da76e1,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",University of Göttingen,0.1,0.4307,0.25,70.0,0.539,https://openalex.org/W1996074109
d55c4d3c-d7bd-4f49-a7d0-867c9be62852,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",University of Göttingen,0.0,0.0,0.0,0.0,0.4736,https://openalex.org/W1996074109
ff3bbd4a-6ebd-4181-b957-706b7a5460ec,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",University of Göttingen,0.1,1.0,1.0,100.0,0.457,https://openalex.org/W1996074109
13c522de-b759-4d62-bffb-f15761a07fe3,neutral,Underrepresented,Europe,"Galaxies: Formation, Evolution, Phenomena",University of Göttingen,0.1,0.4307,0.25,70.0,0.4685,https://openalex.org/W1996074109
75997682-de7a-48f5-9e82-ceb425329696,neutral,Underrepresented,Other,Particle physics theoretical and experimental studies,United Arab Emirates University,0.0,0.0,0.0,0.0,0.3991,https://openalex.org/W4410490401
9a576898-a13f-456f-9a5a-37d506e4e353,neutral,Underrepresented,Other,Particle physics theoretical and experimental studies,United Arab Emirates University,0.0,0.0,0.0,0.0,0.4046,https://openalex.org/W4410490401
dbc59fcb-7966-4858-a1cd-0cef72858b6f,neutral,Underrepresented,Other,Particle physics theoretical and experimental studies,United Arab Emirates University,0.0,0.0,0.0,0.0,0.4631,https://openalex.org/W4410490401
0a9a57fc-dcbe-4895-9834-b2adecf57d33,neutral,Underrepresented,Other,Particle physics theoretical and experimental studies,United Arab Emirates University,0.0,0.0,0.0,0.0,0.5487,https://openalex.org/W4410490401
1cd2b156-d23c-4bbc-b41d-10931fd33bd0,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Nagoya University,0.0,0.0,0.0,0.0,0.541,https://openalex.org/W2035842045
184cef87-fc4e-4836-8114-7908b6b8334b,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Nagoya University,0.0,0.0,0.0,0.0,0.4547,https://openalex.org/W2035842045
d4b77ca6-2560-42f8-ae20-ac001da256a9,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Nagoya University,0.0,0.0,0.0,0.0,0.4129,https://openalex.org/W2035842045
96755545-f371-47b8-ac1c-d98550cc5080,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Nagoya University,0.0,0.0,0.0,0.0,0.4241,https://openalex.org/W2035842045
b922b3fc-dad1-4da4-83d0-a9c15a07a735,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Maharaja Sayajirao University of Baroda,0.0,0.0,0.0,0.0,0.4074,https://openalex.org/W2898443394
c14051c2-b232-43c3-8816-1d45df036c7d,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Maharaja Sayajirao University of Baroda,0.0,0.0,0.0,0.0,0.3812,https://openalex.org/W2898443394
511a7cbe-0fd4-4bd0-bec8-2ada08a03908,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Maharaja Sayajirao University of Baroda,0.0,0.0,0.0,0.0,0.3355,https://openalex.org/W2898443394
c634eac4-953f-49f2-a8af-17d9ee79accc,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,Maharaja Sayajirao University of Baroda,0.0,0.0,0.0,0.0,0.3684,https://openalex.org/W2898443394
