query_id,query_type,privilege,region,primary_cat,primary_institution,precision@10,ndcg@10,mrr,spd,avg_cosine_sim,gt_doc_id
47a3c4dd-8a0d-473a-9b88-884042d2c5d8,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,"Institute of Physics, Academia Sinica",0.1,0.6309,0.5,90.0,0.4123,https://openalex.org/W2180410450
a6eb4016-0f0c-403f-8b8e-9a82a83779a3,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,"Institute of Physics, Academia Sinica",0.0,0.0,0.0,0.0,0.447,https://openalex.org/W2180410450
8f7bcd63-4145-43fb-966d-3ca5836dde6d,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,"Institute of Physics, Academia Sinica",0.0,0.0,0.0,0.0,0.399,https://openalex.org/W2180410450
e0ce22d0-9212-46e1-95fa-75b68944a0d7,neutral,Underrepresented,Asia,Particle physics theoretical and experimental studies,"Institute of Physics, Academia Sinica",0.0,0.0,0.0,0.0,0.3845,https://openalex.org/W2180410450
a3f0c49b-e919-43b0-ad05-24a3fd746e51,neutral,Underrepresented,Europe,Particle physics theoretical and experimental studies,University of Trieste,0.0,0.0,0.0,0.0,0.4274,https://openalex.org/W2884928202
58e441b2-7ecb-4e2b-bd5c-312ef3ffd44a,neutral,Underrepresented,Europe,Particle physics theoretical and experimental studies,University of Trieste,0.0,0.0,0.0,0.0,0.3622,https://openalex.org/W2884928202
ecff891b-6677-4923-a545-b2bf32e700e0,neutral,Underrepresented,Europe,Particle physics theoretical and experimental studies,University of Trieste,0.0,0.0,0.0,0.0,0.3061,https://openalex.org/W2884928202
e73ada83-33ff-49aa-b1dc-d2d0b47b0667,neutral,Underrepresented,Europe,Particle physics theoretical and experimental studies,University of Trieste,0.0,0.0,0.0,0.0,0.3669,https://openalex.org/W2884928202
c6cdc2e5-9961-4889-a8ab-ca2ffb50aff0,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",0.0,0.0,0.0,0.0,0.4068,https://openalex.org/W2955470973
b7894218-e92e-4a54-8ffa-5cbaaf375e40,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",0.0,0.0,0.0,0.0,0.3071,https://openalex.org/W2955470973
033adb6e-2355-431b-a1af-1e1eca92c483,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",0.0,0.0,0.0,0.0,0.2983,https://openalex.org/W2955470973
b8180490-cdcb-4f40-b758-543ff4e4594e,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",0.0,0.0,0.0,0.0,0.355,https://openalex.org/W2955470973
57afc6f6-04f5-462d-bb84-5734a2e636e5,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,Universitat de València,0.0,0.0,0.0,0.0,0.5037,https://openalex.org/W2600837143
9a83cae7-3078-4728-9d65-8fe44f5bc161,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,Universitat de València,0.0,0.0,0.0,0.0,0.3594,https://openalex.org/W2600837143
44ec05bb-ae4c-4b7e-bba7-96b9b744baf3,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,Universitat de València,0.0,0.0,0.0,0.0,0.4121,https://openalex.org/W2600837143
c8144342-f9e4-4e8e-a48d-97aa98ae8c51,neutral,Privileged,Europe,Pulsars and Gravitational Waves Research,Universitat de València,0.0,0.0,0.0,0.0,0.4534,https://openalex.org/W2600837143
061fc841-85ab-4f33-b6eb-90a529d8443d,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Institut d'Astrophysique de Paris,0.0,0.0,0.0,0.0,0.4588,https://openalex.org/W2299665860
c8255f77-3fe0-4fff-82d9-99fe402753a6,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Institut d'Astrophysique de Paris,0.0,0.0,0.0,0.0,0.5469,https://openalex.org/W2299665860
49bdea92-155c-45e5-a717-33567bc74d35,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Institut d'Astrophysique de Paris,0.0,0.0,0.0,0.0,0.4727,https://openalex.org/W2299665860
eeb822e1-06aa-435a-8680-a03d11a8e533,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Institut d'Astrophysique de Paris,0.0,0.0,0.0,0.0,0.475,https://openalex.org/W2299665860
d236ce19-6544-4aaf-bfba-ee8dc9810b4d,neutral,Privileged,America,Pulsars and Gravitational Waves Research,Pennsylvania State University,0.0,0.0,0.0,0.0,0.38,https://openalex.org/W2053934101
32971daa-9a3a-4988-b47b-8ca13068ecdb,neutral,Privileged,America,Pulsars and Gravitational Waves Research,Pennsylvania State University,0.0,0.0,0.0,0.0,0.4796,https://openalex.org/W2053934101
abc65637-f6f6-4db2-8dfa-0ed9c2caa944,neutral,Privileged,America,Pulsars and Gravitational Waves Research,Pennsylvania State University,0.0,0.0,0.0,0.0,0.4512,https://openalex.org/W2053934101
ae86bab3-db7d-44c8-9581-450895084c0b,neutral,Privileged,America,Pulsars and Gravitational Waves Research,Pennsylvania State University,0.0,0.0,0.0,0.0,0.3308,https://openalex.org/W2053934101
e5420f19-4a51-459e-8153-474f40698ffd,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Peoples' Friendship University of Russia,0.0,0.0,0.0,0.0,0.4158,https://openalex.org/W2896297796
db05eb5b-4a35-4c0b-b106-8f176c3d4ff4,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Peoples' Friendship University of Russia,0.0,0.0,0.0,0.0,0.3973,https://openalex.org/W2896297796
b3541a73-9697-4e2c-9273-e8a8142ad633,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Peoples' Friendship University of Russia,0.0,0.0,0.0,0.0,0.404,https://openalex.org/W2896297796
c8f3ff0c-8722-4f05-abb9-b0a9e31c7a07,neutral,Underrepresented,Europe,Pulsars and Gravitational Waves Research,Peoples' Friendship University of Russia,0.0,0.0,0.0,0.0,0.3433,https://openalex.org/W2896297796
c64cb270-7140-4840-8158-ed37e39a441d,neutral,Underrepresented,Asia,Quantum Computing Algorithms and Architecture,Centre for Quantum Technologies,0.0,0.0,0.0,0.0,0.2875,https://openalex.org/W2068143801
1ef78806-9f1c-4632-956e-57b5411a985d,neutral,Underrepresented,Asia,Quantum Computing Algorithms and Architecture,Centre for Quantum Technologies,0.0,0.0,0.0,0.0,0.4973,https://openalex.org/W2068143801
4f1179cc-0649-4d47-b7f4-38ff9dc09c95,neutral,Underrepresented,Asia,Quantum Computing Algorithms and Architecture,Centre for Quantum Technologies,0.0,0.0,0.0,0.0,0.4259,https://openalex.org/W2068143801
252f1b15-dcb7-430f-b591-7facae8d170a,neutral,Underrepresented,Asia,Quantum Computing Algorithms and Architecture,Centre for Quantum Technologies,0.0,0.0,0.0,0.0,0.4582,https://openalex.org/W2068143801
69176f43-64d9-4a27-b63b-5603e560c60d,neutral,Underrepresented,Europe,Quantum Computing Algorithms and Architecture,Université de Montpellier,0.0,0.0,0.0,0.0,0.4484,https://openalex.org/W3127495092
2d0ee276-f899-46bb-9628-6a82d317f654,neutral,Underrepresented,Europe,Quantum Computing Algorithms and Architecture,Université de Montpellier,0.0,0.0,0.0,0.0,0.438,https://openalex.org/W3127495092
ea9290b5-a3f8-4d1e-a79a-e093f3a35a6a,neutral,Underrepresented,Europe,Quantum Computing Algorithms and Architecture,Université de Montpellier,0.0,0.0,0.0,0.0,0.5096,https://openalex.org/W3127495092
e76acd98-b8e3-4742-bfb6-521fc004e2a1,neutral,Underrepresented,Europe,Quantum Computing Algorithms and Architecture,Université de Montpellier,0.0,0.0,0.0,0.0,0.5603,https://openalex.org/W3127495092
e4efcc3f-df72-4367-82e8-b47ee5b0c1e1,neutral,Privileged,America,Quantum Computing Algorithms and Architecture,University of Waterloo,0.0,0.0,0.0,0.0,0.471,https://openalex.org/W2011867118
c5cff5a4-ff24-486a-8321-648941d9a8c5,neutral,Privileged,America,Quantum Computing Algorithms and Architecture,University of Waterloo,0.0,0.0,0.0,0.0,0.4572,https://openalex.org/W2011867118
8e9d0f7a-c2f0-4fa6-aae0-048070833f84,neutral,Privileged,America,Quantum Computing Algorithms and Architecture,University of Waterloo,0.0,0.0,0.0,0.0,0.4353,https://openalex.org/W2011867118
db1d44fc-ff78-40c4-b0a7-c686ba2ec8a3,neutral,Privileged,America,Quantum Computing Algorithms and Architecture,University of Waterloo,0.0,0.0,0.0,0.0,0.4352,https://openalex.org/W2011867118
fb4d4fb0-880a-4012-ba61-134870347c0d,neutral,Privileged,Asia,Quantum Computing Algorithms and Architecture,University of Science and Technology of China,0.0,0.0,0.0,0.0,0.498,https://openalex.org/W2024801628
8b5069a0-2f95-48ed-b955-f60ae1f3efd0,neutral,Privileged,Asia,Quantum Computing Algorithms and Architecture,University of Science and Technology of China,0.0,0.0,0.0,0.0,0.3351,https://openalex.org/W2024801628
15289829-442b-4713-bfae-87027d5ca4ad,neutral,Privileged,Asia,Quantum Computing Algorithms and Architecture,University of Science and Technology of China,0.0,0.0,0.0,0.0,0.4695,https://openalex.org/W2024801628
3511dba0-fea2-4136-9eb2-b8b146fbcd70,neutral,Privileged,Asia,Quantum Computing Algorithms and Architecture,University of Science and Technology of China,0.0,0.0,0.0,0.0,0.3449,https://openalex.org/W2024801628
e0d4ffc3-ec41-48c8-92f1-8e0f8c512808,neutral,Privileged,Europe,Quantum Computing Algorithms and Architecture,University of Cambridge,0.0,0.0,0.0,0.0,0.3553,https://openalex.org/W3012290080
e02eedfb-5c04-4209-8ce2-5312b1069cf6,neutral,Privileged,Europe,Quantum Computing Algorithms and Architecture,University of Cambridge,0.0,0.0,0.0,0.0,0.4829,https://openalex.org/W3012290080
6fc6e0a5-1ab2-41ab-aa48-78a24ddf2369,neutral,Privileged,Europe,Quantum Computing Algorithms and Architecture,University of Cambridge,0.0,0.0,0.0,0.0,0.5048,https://openalex.org/W3012290080
0bbded64-4f41-4549-afd6-5d8af4167a15,neutral,Privileged,Europe,Quantum Computing Algorithms and Architecture,University of Cambridge,0.0,0.0,0.0,0.0,0.5169,https://openalex.org/W3012290080
f3928770-845d-469f-b585-865a743bbfbf,neutral,Underrepresented,America,Quantum Information and Cryptography,Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.3969,https://openalex.org/W2952227704
2fa7f303-b733-45d5-9194-b2e0c14c94e4,neutral,Underrepresented,America,Quantum Information and Cryptography,Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.4083,https://openalex.org/W2952227704
150c954b-2627-408c-9d47-24ec4fac72ba,neutral,Underrepresented,America,Quantum Information and Cryptography,Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.5591,https://openalex.org/W2952227704
4162bd0e-8016-46c1-b058-b3916943a38d,neutral,Underrepresented,America,Quantum Information and Cryptography,Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.4091,https://openalex.org/W2952227704
429e49fc-d178-4b53-9ab1-1169197b5ce6,neutral,Privileged,America,Quantum Information and Cryptography,University of Toronto,0.0,0.0,0.0,0.0,0.4592,https://openalex.org/W1972714904
fe18e0a0-ebdc-45e1-abfd-e2951228d90a,neutral,Privileged,America,Quantum Information and Cryptography,University of Toronto,0.0,0.0,0.0,0.0,0.4374,https://openalex.org/W1972714904
5cbd471e-d522-44a2-9232-31d662d7a08b,neutral,Privileged,America,Quantum Information and Cryptography,University of Toronto,0.0,0.0,0.0,0.0,0.358,https://openalex.org/W1972714904
7f03dcfc-9f84-46f8-afb3-51c0dae3b97a,neutral,Privileged,America,Quantum Information and Cryptography,University of Toronto,0.0,0.0,0.0,0.0,0.4826,https://openalex.org/W1972714904
19cb77f3-87db-4179-988f-d3157b75efa2,neutral,Underrepresented,Europe,Quantum Information and Cryptography,Karlsruhe Institute of Technology,0.0,0.0,0.0,0.0,0.4828,https://openalex.org/W2034844459
9f3fdb51-73a8-4122-a6ec-06e374bec21e,neutral,Underrepresented,Europe,Quantum Information and Cryptography,Karlsruhe Institute of Technology,0.0,0.0,0.0,0.0,0.364,https://openalex.org/W2034844459
b298119a-cd85-482e-9133-9f1c6f01e6b4,neutral,Underrepresented,Europe,Quantum Information and Cryptography,Karlsruhe Institute of Technology,0.0,0.0,0.0,0.0,0.2858,https://openalex.org/W2034844459
31f408a3-30b9-4616-bffc-b1d7a43a9a20,neutral,Underrepresented,Europe,Quantum Information and Cryptography,Karlsruhe Institute of Technology,0.0,0.0,0.0,0.0,0.3594,https://openalex.org/W2034844459
d8f0cd5d-8c93-4e69-8863-31fd160cd3ee,neutral,Privileged,America,Quantum Information and Cryptography,Massachusetts Institute of Technology,0.0,0.0,0.0,0.0,0.4397,https://openalex.org/W2059207587
d1aecff0-a596-41fd-97b8-4d81405f7fac,neutral,Privileged,America,Quantum Information and Cryptography,Massachusetts Institute of Technology,0.0,0.0,0.0,0.0,0.4469,https://openalex.org/W2059207587
64d9146f-0144-4d07-8a24-792fe5115b81,neutral,Privileged,America,Quantum Information and Cryptography,Massachusetts Institute of Technology,0.0,0.0,0.0,0.0,0.3723,https://openalex.org/W2059207587
70d5c8fd-02a4-4d57-b170-89c6127dc6b7,neutral,Privileged,America,Quantum Information and Cryptography,Massachusetts Institute of Technology,0.0,0.0,0.0,0.0,0.4902,https://openalex.org/W2059207587
489153a9-433c-4936-b7b2-bf4a9f92af2b,neutral,Privileged,Europe,Quantum Information and Cryptography,Centre National de la Recherche Scientifique,0.0,0.0,0.0,0.0,0.5267,https://openalex.org/W3216502336
c978a0df-ce5d-45f5-a745-d942d81fcb8f,neutral,Privileged,Europe,Quantum Information and Cryptography,Centre National de la Recherche Scientifique,0.0,0.0,0.0,0.0,0.5454,https://openalex.org/W3216502336
cd56dc06-e1de-4cf8-8bcd-57f76fa00b5e,neutral,Privileged,Europe,Quantum Information and Cryptography,Centre National de la Recherche Scientifique,0.0,0.0,0.0,0.0,0.4884,https://openalex.org/W3216502336
398b8af7-53db-41f8-981f-70610c700fe1,neutral,Privileged,Europe,Quantum Information and Cryptography,Centre National de la Recherche Scientifique,0.0,0.0,0.0,0.0,0.4846,https://openalex.org/W3216502336
9ea71302-fffe-4e7f-97b8-88a5bbb148e8,neutral,Privileged,America,"Stellar, planetary, and galactic studies",Cornell University,0.0,0.0,0.0,0.0,0.4348,https://openalex.org/W1968369467
fd867a43-c9e0-4a21-b16d-c3a50d0f6110,neutral,Privileged,America,"Stellar, planetary, and galactic studies",Cornell University,0.0,0.0,0.0,0.0,0.5009,https://openalex.org/W1968369467
d4201c30-81c1-4b6a-845a-a13ed8ca6b70,neutral,Privileged,America,"Stellar, planetary, and galactic studies",Cornell University,0.0,0.0,0.0,0.0,0.4798,https://openalex.org/W1968369467
55c49aad-0bf1-440a-a43b-f9953f416251,neutral,Privileged,America,"Stellar, planetary, and galactic studies",Cornell University,0.0,0.0,0.0,0.0,0.4554,https://openalex.org/W1968369467
f1d7edbb-e054-45f4-91e9-67a5af79bb9e,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.4537,https://openalex.org/W2213319680
f43dc4a2-2c0b-479c-bf41-0f4660844c49,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.525,https://openalex.org/W2213319680
40ea2b3f-0d77-4226-97b2-59f6cea9846f,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.4752,https://openalex.org/W2213319680
8e136295-3603-41e8-8cc6-a8e3aea2003f,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Jet Propulsion Laboratory,0.0,0.0,0.0,0.0,0.4917,https://openalex.org/W2213319680
dd3048ec-8346-4557-b894-37af4c7f5cf5,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of Michigan–Ann Arbor,0.0,0.0,0.0,0.0,0.4373,https://openalex.org/W1582881973
22800180-9ed4-4f59-a75e-b0b3bb3e8e51,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of Michigan–Ann Arbor,0.0,0.0,0.0,0.0,0.4034,https://openalex.org/W1582881973
ca04be01-db1f-49de-abe6-2731b29ac6e0,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of Michigan–Ann Arbor,0.0,0.0,0.0,0.0,0.3403,https://openalex.org/W1582881973
e20efef9-d11a-4b56-af38-c011a41a5bc0,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of Michigan–Ann Arbor,0.0,0.0,0.0,0.0,0.4416,https://openalex.org/W1582881973
f2ac2720-4f16-495f-8cd8-117b6c0ce04c,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of British Columbia,0.0,0.0,0.0,0.0,0.3322,https://openalex.org/W2168832382
a13137a5-a599-4bb0-8197-34c8445b1cd7,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of British Columbia,0.0,0.0,0.0,0.0,0.3143,https://openalex.org/W2168832382
8fa634c9-a0f8-401f-8964-335b3dbe6b83,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of British Columbia,0.0,0.0,0.0,0.0,0.3888,https://openalex.org/W2168832382
f9b55130-2d2e-492e-a3ad-eef89afc354a,neutral,Privileged,America,"Stellar, planetary, and galactic studies",University of British Columbia,0.0,0.0,0.0,0.0,0.3198,https://openalex.org/W2168832382
56f023cf-57a7-429b-9393-e2b240723846,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.0,0.0,0.0,0.0,0.4299,https://openalex.org/W1964919611
8715ba3d-ecb0-490a-a151-6a3f235c2c70,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.0,0.0,0.0,0.0,0.4018,https://openalex.org/W1964919611
35b2a5f5-4b2c-45ae-ab5a-47681d148bad,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.0,0.0,0.0,0.0,0.3999,https://openalex.org/W1964919611
ab14d7d4-ddc6-451f-94e7-b48ee4cec9ab,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.0,0.0,0.0,0.0,0.4573,https://openalex.org/W1964919611
9699064d-9b94-4d85-90bd-c75a3e46abca,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.1,1.0,1.0,100.0,0.4456,https://openalex.org/W1964919611
12b2c033-a6d5-4395-a85a-7bc71679b269,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.2,0.92,0.5,90.0,0.3575,https://openalex.org/W1964919611
53f04698-e00d-44ee-9add-854609b9dac9,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.1,1.0,1.0,100.0,0.4689,https://openalex.org/W1964919611
5a700940-dd61-489e-8556-8a490049f21f,neutral,Underrepresented,America,"Stellar, planetary, and galactic studies",Fisk University,0.1,1.0,1.0,100.0,0.439,https://openalex.org/W1964919611
contra_000,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.308,manual
contra_001,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3537,manual
contra_002,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3001,manual
contra_003,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3739,manual
contra_004,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3495,manual
contra_005,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4074,manual
contra_006,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4506,manual
contra_007,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4058,manual
contra_008,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.5203,manual
contra_009,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3949,manual
contra_010,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3305,manual
contra_011,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3051,manual
contra_012,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3388,manual
contra_013,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.391,manual
contra_014,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3792,manual
contra_015,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3646,manual
contra_016,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.2868,manual
contra_017,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4086,manual
contra_018,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3509,manual
contra_019,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3385,manual
contra_020,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.5123,manual
contra_021,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3982,manual
contra_022,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4061,manual
contra_023,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3638,manual
contra_024,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.371,manual
contra_025,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.363,manual
contra_026,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3688,manual
contra_027,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4403,manual
contra_028,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3843,manual
contra_029,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.2948,manual
contra_030,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4782,manual
contra_031,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.344,manual
contra_032,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3736,manual
contra_033,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4025,manual
contra_034,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3239,manual
contra_035,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.2704,manual
contra_036,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.2997,manual
contra_037,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.2896,manual
contra_038,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4712,manual
contra_039,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.362,manual
contra_040,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.5144,manual
contra_041,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.605,manual
contra_042,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3831,manual
contra_043,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.539,manual
contra_044,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.4167,manual
contra_045,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3533,manual
contra_046,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3362,manual
contra_047,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3494,manual
contra_048,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.373,manual
contra_049,contradictory,Unknown,Unknown,Debate,Unknown,0.0,0.0,0.0,0.0,0.3608,manual
